"Key","SourceString","Context","VariableDescription","Type","Tag"
"BlueprintDesigner/Load/Success/Pattern","Blueprint <Bold>{name}</> loaded!","","{name} = text, blueprint name","UI","#interface
#buildable"
"BlueprintDesigner/Remove/Body","By removing a Blueprint it will be deleted from your computer. This cannot be undone, even if you load an older save.

Do you wish to continue?","","","UI","#interface
#buildable"
"BlueprintDesigner/Remove/aTitle","Remove Blueprint","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/NameInUse/Body","This name is already in use. Saving will overwrite the Blueprint that's currently using this name.

Do you wish to continue?","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/NameInUse/aTitle","Blueprint name already in use","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/NameRequired/Body","Please give the Blueprint a name before saving.","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/NameRequired/aTitle","Blueprint has no name","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/NoBuildings/Body","There are no buildings in the Blueprint Designer.","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/NoBuildings/aTitle","No buildings in Blueprint","","","UI","#interface
#buildable"
"BlueprintDesigner/Save/Success","Blueprint Saved","","","UI","#interface
#buildable"
"BlueprintDesigner/UnsavedChanges/Body","Changes have been made to the information in this Blueprint. If you close the Blueprint Designer now all these changes will be discarded.

Do you wish to continue?","","","UI","#interface
#buildable"
"BlueprintDesigner/UnsavedChanges/aTitle","Unsaved Changes","","","UI","#interface
#buildable"
"BlueprintMenu/AddBlueprint/Button","Add Blueprint
Here","","","UI","interface
#build_menu"
"BlueprintMenu/AddCategory/Button","Add Category","","","UI","interface
#build_menu"
"BlueprintMenu/AddSubcategory/Button","Add Subcategory","","","UI","interface
#build_menu"
"BlueprintMenu/ApplyChanges/Button","Apply Changes","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Edit/Apply/Button","Apply","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Edit/WindowTitle","Edit Category","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Empty","This Category is empty.

To add a Subcategory, press the ""Edit"" button, and then press the ""Add Subcategory"" button. You can also drag a Blueprint here to automatically create a new Subcategory.","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Name","Category Name:","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Name/TextBoxHint","Category Name...","","","UI","interface
#build_menu"
"BlueprintMenu/Category/NewCategory/DefaultName","New Category","","","UI",""
"BlueprintMenu/Category/NewSubcategory/DefaultName","New Subcategory","","","UI",""
"BlueprintMenu/Category/Remove/Button","Remove Category","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Remove/NotEmpty/Body","To remove a Category you must first make sure that it's empty.","","","UI","interface
#build_menu"
"BlueprintMenu/Category/Remove/NotEmpty/aTitle","Category isn't empty","","","UI","interface
#build_menu"
"BlueprintMenu/Clear/Success/Notification","<Bold>Blueprint Designer Cleared</>
Resources have been sent to the Blueprint Designer Storage","","","UI","#interface
#buildable"
"BlueprintMenu/Edit/Button","Edit","","","UI","interface
#build_menu"
"BlueprintMenu/Name/UniqueName/Pattern","{name} ({num})","","{name} = text, blueprint name
{num} = number, the first available index that makes the name unique","UI","#interface
#buildable"
"BlueprintMenu/NoRecipes","<Bold>Recipes missing for Blueprint!</>
This Blueprint contains recipes you have not unlocked yet.","","","UI","interface
#build_menu"
"BlueprintMenu/Search/TextBoxHint","Search for Blueprint...","","","UI","interface
#build_menu"
"BlueprintMenu/Subcategory/Remove/Button","Remove Subcategory","","","UI","#prototype
interface
#build_menu"
"BlueprintMenu/Subcategory/Undefined","Undefined","","","UI","interface
#build_menu"
"BlueprintMenu/UnsavedChanges/Body","You have unsaved changes in the Blueprint tab. Closing this menu will discard these changes.

Do you wish to continue?","","","UI","interface
#build_menu"
"BlueprintMenu/UnsavedChanges/aTitle","Unsaved Changes","","","UI","interface
#build_menu"
"BlueprintMenu/WindowTitle","Select Blueprint","","","UI","interface
#build_menu"
"Buildables/LookAtDescription/DefaultConfigure/Pattern","Press <Key>{0}</> to configure {1}","","{0} = text, key name
{1} = text, buildable name","UI","#common
#look_at_description"
"ConveyorBelts/LookAtDescription/PickUp/Pattern","Press [{0}] to pick up {1} from {2}","","{0} = text, key name
{1} = text, item name
{2} = text, localized name (Conveyor Belt ...)","UI","#common
#look_at_description"
"ConveyorBelts/NotEnoughSpace/Pattern","Not enough space to pick up {0} from {1}","Warning message. Appears when you're building Conveyor Belt","{0} = text, item name
{1} = text, localized name (Conveyor Belt ...)","UI","#message #transportation"
"CraftBench/Info/AddedToInventory/Pattern","+{Amount} {Name}","","{Amount} = number, number of items
{Name} = text, item name","UI","#interface
#craft_bench"
"CraftBench/Info/Craft/Button","CRAFT","","","UI","#interface
#craft_bench"
"CraftBench/Info/InputOutput/Label","INPUT/OUTPUT","","","UI","#interface
#craft_bench"
"CraftBench/Info/Recipe/Search/TextBoxHint","Search for recipe...","","","UI","#interface
#craft_bench"
"CraftBench/Info/TotalInInventory/Pattern","({TotalAmount} Total)","","{TotalAmount} = number, number of crafted items","UI","#interface
#craft_bench"
"CraftBench/Keybindings/Craft","Craft","","","UI","#interface
#craft_bench"
"CraftBench/Keybindings/Craft/Shortcut","Space","","","UI","#interface
#craft_bench"
"CraftBench/Keybindings/Craft/Shortcut2","Hold LMB on Craft Button","","","UI","#interface
#craft_bench"
"CraftBench/LookAtDescription/Interact/Pattern","Press {BUTTON} to interact with {NAME}","","{BUTTON} = text, key name
{NAME} = text, localized building name (Craft Bench)","UI","Craft Bench"
"CraftBench/Status/Occupied","Crafting Bench is occupied!","","","UI","#interface
#craft_bench"
"CraftBench/Status/Occupied/Pattern","{NAME} is occupied!","","{NAME} = text, localized building name (Craft Bench)","UI","#interface
#craft_bench"
"CraftBench/Warnings/CannotAfford","Can't afford Recipe","","","UI","#interface
#craft_bench"
"CraftBench/Warnings/NotEnoughSpace","Not Enough Space in Inventory","","","UI","#interface
#craft_bench"
"CraftBench/Warnings/SelectRecipe","Select Recipe","","","UI","Craft Bench"
"CraftBenchI/Info/ShowOnlyAffordable/Checkbox","Only Show Affordable Recipes","","","UI","#interface
#craft_bench"
"CraftBenchI/Info/ShowOnlyAffordable/Checkbox.Gamepad","Only Show Affordable","","","UI","#interface
#craft_bench"
"Doors/Modes/LookAtDescription/AlwaysClosed","Always Closed","","","UI","#interface
#doors"
"Doors/Modes/LookAtDescription/AlwaysOpen","Always Open","","","UI","#interface
#doors"
"Doors/Modes/LookAtDescription/Automatic","Automatic","","","UI","#interface
#doors"
"Doors/Modes/LookAtDescription/None","N/A","","","UI","#interface
#doors"
"Doors/Modes/LookAtDescription/Set/Pattern","Press {Use} to set {Mode} mode","","{Use} = text, key name
{Mode} = text, door mode: `Doors/Modes/LookAtDescription/` (Automatic|AlwaysOpen|AlwaysClosed)","UI","#interface
#doors
#look_at_description"
"Doors/Modes/LookAtDescription/SetUseKey/Pattern","Press {Use_Key} to set {Mode} mode","","{Use_Key} = text, key name
{Mode} = text, door mode: `Doors/Modes/LookAtDescription/` (Automatic|AlwaysOpen|AlwaysClosed)","UI","#interface
#doors"
"Doors/Modes/LookAtDescription/Switch/Pattern","Press {Use_Key} to switch to {Mode} mode","","{Use_Key} = text, key name
{Mode} = text, door mode: `Doors/Modes/LookAtDescription/` (Automatic|AlwaysOpen|AlwaysClosed)","UI","#interface
#doors"
"Equipment/PortableMiner/FunnyName","Portobello Miner","","","UI","#resources"
"Equipment/PortableMiner/Keybindings/GrabAll","Grab All","","","UI","#resources"
"Equipment/PortableMiner/Keybindings/PickUp","Pick Up Miner","","","UI","#resources"
"Equipment/PortableMiner/LookAtDescription/Open/Pattern","Press [{0}] to open Portable Miner","","{0} = text, key name","UI","#common
#look_at_description"
"Equipment/PortableMiner/MiningSpeed/Pattern","{num} per minute","","{num} = number, amount of ore per minute","UI","#equipment"
"Equipment/PortableMiner/NoSpace/Tooltip","Not enough space in inventory.","","","UI","#interface
#resource
#equipment"
"Equipment/PortableMiner/Output/Label","Output","","","UI","#interface
#resource
#equipment"
"Equipment/PortableMiner/Percent/%/Pattern","{A}%","","{A} = number","UI","#resources"
"EquipmentWorkshop/GetLookAtDescription/Occupied/Pattern","{NAME} is occupied!","","{NAME} = text, localized building name (Equipment Workshop)","UI","#interface
#workshop"
"EquipmentWorkshop/LookAtDescription/Interact/Pattern","Press {BUTTON} to interact with {NAME}","","{BUTTON} = text, key name
{NAME} = text, localized building name (Equipment Workshop)","UI","#interface
#workshop"
"EquipmentWorkshop/Status/Occupied","Equipment Workshop is occupied!","","","UI","#interface
#workshop"
"Fluids/Buffer/FlushMode","FLUSH MODE","","","UI","#interface
#buildable
#fluid_buffer"
"Fluids/FillRate/DrainRate/Label","Drain Rate","","","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FillRate/FillRate/Label","Fill Rate","","","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FillRate/Net/Label","Net","","","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FlowRate/FlowRate/Pattern","<{BlueStyle}>{CurrentValue}</> <{GreyStyle}>m³/min</>","","{CurrentValue} = text, fluid flow rate in pipe","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FlowRate/GaugeName","Flow Rate","","","UI","#interface
#transportation"
"Fluids/FlowRate/MaxFlowRate/GaugeName","Max Flow Rate","","","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FlowRate/Pump/HeadLift","Head Lift","","","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FlowRate/Pump/HeadLift/Pattern","<{BlueStyle}>{CurrentValue}</> <{WhiteStyle}>m</>","","{CurrentValue} = text, head lift value","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FlowRate/Pump/RecommendedMaxHeadLift","Recommended Max Head Lift","","","UI","#interface
#pipes
Flow Rate Panel"
"Fluids/FrackingExtractor/Info/CurrentAmount","Current Amount in Extractor","","","UI","#interface
#transportation"
"Fluids/FrackingSmasher/Info/ConnectedExtractors","Extractors Connected:","","","UI","#interface
#transportation"
"Fluids/FrackingSmasher/Info/ResourceWellPotential","Resource Well Potential","","","UI","#interface
#transportation"
"Fluids/Gauge/Gauge","Gauge","","","UI","interface"
"Fluids/Module/Amount/Pattern","Current Amount in Building","","","UI","#interface
Fluid Buffer"
"Fluids/Module/Common/FluidConsumption","Consumption","","","UI","#interface
Fluid Buffer"
"Fluids/Module/Common/FluidStorage","FLUID STORAGE","","","UI","#interface
Fluid Buffer"
"Fluids/Module/None","None","","","UI","#interface
Fluid Buffer"
"Fluids/PipeModule/CurrentAmount","Current Amount in Storage","","","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/DrainRate/Pattern","<Blue10Reg>{DrainRateValue} </><Grey10Reg>m³/min</>","","{DrainRateValue} = number","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/FillRate/Pattern","<Blue10Reg>{FillRateValue} </><Grey10Reg>m³/min</>","","{FillRateValue} = number","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/FullPipeNetwork","Full Pipe Network","","","UI","#interface
#common"
"Fluids/PipeModule/Liquid/None","None","","","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/Mode/Current/Button","This Fluid 
Buffer","","","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/Mode/Network/Button","Full Pipe 
Network","","","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/NetFlow/Pattern","<Blue10Reg>{NetFlowValue} </><Grey10Reg>m³/min</>","","{NetFlowValue} = number","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/PipeModule/PlusNetFlow/Pattern","<Blue10Reg>+{NetFlowValue} </><Grey10Reg>m³/min</>","","{NetFlowValue} = number","UI","#interface
Fluid Buffer
#pipe_Module"
"Fluids/Pipeline/CurrentlyInPipe","Current Amount in Pipe","","","UI","#interface
#pipe"
"Fluids/Pipeline/Fluid/None","None","","","UI","#interface
#pipe"
"Fluids/Pipeline/FlushMode/FullNetwork","FULL PIPE
NETWORK","","","UI","#interface
#pipe"
"Fluids/Pipeline/FlushMode/Segment","PIPE SEGMENT","","","UI","#interface
#pipe"
"Fluids/PipelinePump/HeadLift","Head Lift","","","Game","#interface
#pipe"
"Fluids/PipelinePump/HeadLift/Description","Displays how much higher up this pump is pushing the fluid.","","","Game","#buildable
#item"
"Fluids/PipelinePump/Warnings/HeadLift","Head Lift is Exceeding Recommended Level","","","UI","#interface
#pipe"
"Fluids/PipilineValve/Limit","Valve Limit","","","UI","Valve Menu"
"Fluids/WaterExtractor/Info/CurrentAmount","Current Amount in Extractor","","","UI","#interface
#water_extractor"
"HUB/DaysSinceLastIncident","Days Since Last Incident","","","UI",""
"Lighting/LightControlPanel/ConfigurationModule/LogoText","Light Configuration Module","Logo text on Light Control Panel","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Intensity","Intensity","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Color","COLOR","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Color/EditColor","Edit","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Intensity","INTENSITY","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/IntensityPercentage","Intensity","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/NightMode","NIGHT MODE","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/NightMode/Off","Night Mode Off","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/NightMode/On","Night Mode On","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Preview","PREVIEW","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Preview/Color","Color","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Preview/Intensity","Light Intensity","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Preview/NightMode","Night Mode","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Preview/NightMode/Off","OFF","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Label/Preview/NightMode/On","ON","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Status/LightsOnStandby","Light is on Standby","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Status/NoLightsConnected","No Lights Connected","","","UI","#interface
#lighting"
"Lighting/LightControlPanel/Status/NoPower","No Power Connected","","","UI","#interface
#lighting"
"Manufacturer/MapText/CurrentRecipe","Current Recipe:","","","UI","#interface
#manufacturer"
"Manufacturer/MapText/ProductionStats","Production Stats:","","","UI","#interface
#manufacturer"
"Manufacturing/IOSlot/ProductionPerMinute/TargetHit/Pattern","{amount} per minute","","{amount} = number, production rate per item","UI","#buildable"
"Manufacturing/IOSlot/ProductionPerMinute/TargetNotHit/Pattern","{CurrentAmount} {FormattingTag}({TargetAmount})</> per minute","Treat {FormattingTag} and </> as opening and closing tags","{CurrentAmount} = number
{FormattingTag} = text. formatting tag, treat as a pair of tags with </>
{TargetAmount} = number","UI","#interface
#common
#manufacturing"
"Manufacturing/IOSlot/RecipeAmount/TargetNotHit/Pattern","{CurrentAmount} ({TargetAmount}) {Unit} {Name}","","{CurrentAmount} = number
{TargetAmount} = number
{Unit} = text, units
{Name} = text, name of the produced item","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/AmountUnitName/Pattern","{Amount} {Unit} {Name}","","{Amount} = number
{Unit} = text, units
{Name} = text, name of the produced item","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Fluid","Fluid","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Input/Label","INPUT","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Output//Label","Output","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Output/Label","OUTPUT","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Production","Production","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Recipe","Recipe:","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Recipe/NoneSelected","No Recipe Selected","","","UI","#interface
#common
#manufacturing"
"Manufacturing/Info/Recipe/Search/TextBoxHint","Search for recipe...","","","UI","#interface
#common
#manufacturing"
"Manufacturing/OutputSlot/Info/CycleProgress/Pattern","{A}%","","{A} = number","UI","#buildable"
"Manufacturing/OutputSlot/Info/Input","Input","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Info/Producing","Producing - ","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Info/ProductionStats/FluidSuffix/Pattern","Fluid {suffix}","Goes into `Manufacturing/OutputSlot/ProductionStats/Pattern` as {suffix} if the product is liquid","{suffix} = text, units","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Info/Waste","Waste","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/ProductionStats/Pattern","{number} {suffix} per minute","Takes `Manufacturing/OutputSlot/ProductionStats/FluidSuffix/Pattern` as {suffix} for liquids","{number} = number per minute
{suffix} = text, units (or Fluid units)","UI","#buildable"
"Manufacturing/OutputSlot/Tooltips/ConsumptionRate","How long it takes to consume one fuel unit, measured in seconds.","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/ConsumptionRate/Description","Consumption Rate","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/Efficiency","Efficiency","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/Efficiency/Description","How efficient production is compared to the current max production speed.","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/PowerConsumption","Power Consumption","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/PowerConsumption/Description","How much power this machine consumes.","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/PowerProduction","Power Production","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/PowerProduction/Description","How much power this machine produces.","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/ProductionTime","Production Time","","","UI","#interface
#common
#slot"
"Manufacturing/OutputSlot/Tooltips/ProductionTime/Description","How long this part takes to craft.","","","UI","#interface
#common
#slot"
"Manufacturing/ProductionTooltip/Pattern","<White10Reg>{Amount} {Part}</>
<Orange10Reg>{PerMinRate} per min</>","","{Amount} = number, number of parts produced in one cycle
{Part} = text, name of the part
{PerMinRate} = number, float, produced per minute","UI","interface
Inventory"
"Manufacturing/UnlockBuildEffeciency","Building Efficiency Stat","","","UI",""
"Manufacturing/UnlockBuildOverclock","Overclocking","","","UI",""
"Manufacturing/UnlockProductionAmplifier","Production Amplifier","","","UI",""
"Organization/CentralStorage/AlreadyInStockpile","Already in Stockpile:","","","UI","#interface
#storage"
"Organization/CentralStorage/DepotUploadRate","Depot Upload Rate:","","","UI",""
"Organization/CentralStorage/DepotUploadRate/Pattern","{rate} per min","","{rate}","UI","#buildable"
"Organization/CentralStorage/DropBox/Label","Drop Items here to upload to Dimensional Depot","","","UI",""
"Organization/CentralStorage/DropBox/Label/Locked","Unlock by researching Manual Depot Uploader in the MAM","","","",""
"Organization/CentralStorage/Status/NoSpace","No space left in Depot","","","UI","#interface
#storage"
"Organization/CentralStorage/Status/Uploading","Uploading...","","","UI","#interface
#storage"
"Organization/CentralStorage/TakeFromDepot/Checkbox","Take from Depot before inventory","","","UI",""
"Organization/CentralStorage/TakeFromInventory/Checkbox","Take from inventory before Depot","","","UI",""
"Organization/CentralStorage/WindowTitle","Dimensional Depot","","","UI",""
"Organization/Crate/LookAtDescription/Pattern","Press {Use} to open the Crate","","{Use} = text, key name","UI","#common
#look_at_description"
"Organization/Crate/MapText","Crate","","","UI","interface
crate"
"Organization/Crate/Tabs/Storage","Storage","","","UI","interface
crate"
"Organization/Crate/WindowTitle","Player Crate","","","UI","Crate Menu"
"Organization/DeathCrate/MapText","Death Crate","","","",""
"Organization/DismantleCrate/MapText","Dismantle Crate","","","",""
"Organization/Generic/TakeAll/Button","TAKE ALL","","","UI","Crate Menu"
"Organization/Shared/PipeModule/Storage","Storage","","","UI","#interface
Fluid Buffer
#pipe_Module"
"Organization/Storage/Central/StackIncrease/Pattern","Dimensional Depot Stack Increase: {num}","","{num} = number","UI",""
"Organization/Storage/Central/UploadSlots/Pattern","Enables uploading from the inventory","","","",""
"Organization/Storage/Central/UploadSpeed/Pattern","Dimensional Depot Upload Speed: {percentage}%","","{percentage} = number","UI",""
"Organization/Storage/Hazard/LookAtDescription/Open/Pattern","Press {Use} to open the {Name}","","{Use} = text, key name
{Name} = localized building name (Hazard Storage Box)","UI","#common
#look_at_description"
"Organization/Storage/Info/StoreAll/Button","STORE ALL","","","UI","#interface
#storage"
"Organization/Storage/Medkit/LookAtDescription/Open/Pattern","Press {Use} to open the {Name}","","{Use} = text, key name
{Name} = localized building name (Medical Storage Box)","UI","#common
#look_at_description"
"Organization/Storage/Player/LookAtDescription/Open/Pattern","Press {Use} to open the {Name}","","{Use} = text, key name
{Name} = localized building name (Personal Storage Box)","UI","#common
#look_at_description"
"Organization/Storage/WindowTitle","Storage","","","UI","#interface
#storage"
"Player/Respawn/Status/Reviving","Reviving...","","","UI","interface"
"Power/AlienPower/Graph/Label","Graph","","","UI","Alien Power Augmenter"
"Power/AlienPower/Info/CircuitBoost","Circuit Boost:","","","UI","Alien Power Augmenter"
"Power/AlienPower/Info/CircuitBoost/Pattern","({MW} MW)","","{MW} = number","UI","#buildable"
"Power/AlienPower/Info/NotConnected","Not Connected","","","UI","Alien Power Augmenter"
"Power/AlienPower/Info/StaticPower","Static Power:","","","UI","Alien Power Augmenter"
"Power/AlienPower/Info/StaticPower/Pattern","{MW} MW","","{MW} = number","UI","#buildable"
"Power/CircuitGraph/Status/NoConnection/AllCaps","NO CONNECTION","","","UI","#interface
#power"
"Power/FuseBox/Fuse/Label","FUSE","","","UI","interface
fuse_box"
"Power/FuseBox/FuseOk/Label","FUSE OK","","","UI","interface
fuse_box"
"Power/FuseBox/PullLeverToReset/Hint","PULL LEVER TO RESET FUSE","","","UI","interface
fuse_box"
"Power/FuseBox/WindowTitle","Fuse Box","","","UI","interface
fuse_box"
"Power/Generator/Info/TargetPower","Target MW:","","","UI","#interface
#generator"
"Power/Generator/MapText/FuelInput","Fuel Input:","Information window shown on the map for this type of object","","UI","#interface
#generator"
"Power/Generator/MapText/Stats","Generator Stats:","Information window shown on the map for this type of object","","UI","#interface
#generator"
"Power/Generator/Warnings/NoWater","No Water","","","",""
"Power/Generator/Warnings/RemoveWaste","Remove Waste","","","",""
"Power/Generator/Warnings/WasteIsFull","Waste Is Full","","","",""
"Power/Generator/WindowTitle","Generator","","","UI","#buildable
#item"
"Power/GeneratorGeothermal/Info/PressureSensor","PRESSURE SENSOR","","","UI","#interface
#generator"
"Power/GeneratorGeothermal/WindowTitle","Generator","","","UI","#interface
#generator"
"Power/Graph/Capacity/Description","Shows the maximum amount of power this grid can supply.","","","",""
"Power/Graph/Capacity/DisplayName","Capacity","","","",""
"Power/Graph/Capacity/FullName","Capacity","","","",""
"Power/Graph/Consumption/Description","Shows the amount of power being consumed on this grid.","","","",""
"Power/Graph/Consumption/DisplayName","Consum.","","","",""
"Power/Graph/Consumption/FullName","Consumption","","","",""
"Power/Graph/Label","GRAPH","","","UI","#interface
#generator"
"Power/Graph/MaxConsumption/Description","Shows the amount of power that would be consumed if all machines on this grid were active.","","","",""
"Power/Graph/MaxConsumption/DisplayName","Max Cons.","","","",""
"Power/Graph/MaxConsumption/FullName","Max Consumption","","","",""
"Power/Graph/None","None","","","UI","#interface
#graph"
"Power/Graph/PowerBoost/Description","Shows the amount of additional power generated by the Alien Power Augmenter.","","","",""
"Power/Graph/PowerBoost/DisplayName","Power Boost","","","",""
"Power/Graph/PowerBoost/FullName","Power Boost","","","",""
"Power/Graph/Production/Description","Shows the amount of power being produced on this grid.","","","",""
"Power/Graph/Production/DisplayName","Production","","","",""
"Power/Graph/Production/FullName","Production","","","",""
"Power/Graph/Value/Pattern","{Value} {Suffix}","","{Value} = number
{Suffix} = text, units","UI","#interface
#graph"
"Power/Pole/Connections/None","N/A","","","UI","Pole Connections"
"Power/Pole/WindowTitle","Power Pole","","","UI","#buildable
#item"
"Power/PowerPole/MapText/Connections","Connections:","Information window shown on the map for this type of object","","UI","#interface
#resource
#equipment"
"Power/PowerStorage/Info","POWER STORAGE INFO","","","UI","#interface
#power
#storage"
"Power/PowerStorage/Info/ChargeRate","Charge Rate","","","UI","#interface
#power
#storage"
"Power/PowerStorage/Info/ChargeRate/Pattern","<Charge>{ChargeRate}</> MW","","{ChargeRate} = number","UI","#interface
#power
#storage"
