"Key","SourceString","Context","VariableDescription","Type","Tag"
"AWESOMESink/Coupons/Print/Button","PRINT COUPONS","","","UI",""
"AWESOMESink/Coupons/Printable","Printable Coupons","Results in ""<amount> Printable Coupons""","","UI",""
"AWESOMESink/Graph/PointsDNA/Label","DNA Points","","","UI",""
"AWESOMESink/Graph/PointsPerMinute","p/min","","","UI",""
"AWESOMESink/Graph/PointsStandard/Label","Standard Points","","","UI",""
"AWESOMESink/Keybindings/PowerOnOff","Power On/Off","","","UI",""
"AWESOMESink/LookAtDescription","Press {BUTTON} to interact with {NAME}","Resource Sink look-at description tooltip","{BUTTON} = text, key name
{NAME} = text, localized building name (Resource Sink)","UI","Resource Sink"
"AWESOMESink/PointsUntilNextCoupon/DNA","DNA Points until next Coupon:","","","UI",""
"AWESOMESink/PointsUntilNextCoupon/Standard","Standard Points until next Coupon:","","","UI",""
"AWESOMESink/ReturnPolicy/Body","NO REFUNDS OR EXCHANGES","","","UI",""
"AWESOMESink/ReturnPolicy/LogoText","AWESOME Sink Return Policy","","","UI",""
"AWESOMESink/ReturnPolicy/Title","ALL SINKS FINAL","","","UI",""
"AWESOMESink/WindowTitle","FICSIT AWESOME Sink","","","UI",""
