"Key","SourceString","Context","VariableDescription","Type","Tag"
"Materials/Foundations/GripMetal/Description","Applied to Foundations and Ramps to convert them to the Grip Metal Foundation style.","","","Game","#customization"
"Materials/Roofs","Roof Materials","","","Game","#customization"
"Materials/Roofs/FICSIT","FICSIT Roof","","","Game","#customization"
"Materials/Roofs/FICSIT/Description","Applied to Roofs to convert them to the classic FICSIT style.","","","Game","#customization"
"Materials/Roofs/Glass","Glass Roof","","","Game","#customization"
"Materials/Roofs/Glass/Description","Applied to Roofs to convert them to the Glass Roof style.","","","Game","#customization"
"Materials/Roofs/Metal","Metal Roof","","","Game","#customization"
"Materials/Roofs/Metal/Description","Applied to Roofs to convert them to the Metal Roof style.","","","Game","#customization"
"Materials/Roofs/Tar","Tar Roof","","","Game","#customization"
"Materials/Roofs/Tar/Description","Applied to Roofs to convert them to the Tar Roof style.","","","Game","#customization"
"Materials/Walls","Wall Materials","","","Game","#customization"
"Materials/Walls/Concrete","Concrete Wall","","","Game","#customization"
"Materials/Walls/Concrete/Description","Applied to Walls to convert them to the Concrete Wall style.","","","Game","#customization"
"Materials/Walls/FICSIT","FICSIT Wall","","","Game","#customization"
"Materials/Walls/FICSIT/Description","Applied to Walls to convert them to the classic FICSIT style.","","","Game","#customization"
"Materials/Walls/Steel","Steel Wall","","","Game","#customization"
"Materials/Walls/Steel/Description","Applied to Walls to convert them to the Steel Wall style.","","","Game","#customization"
"Menu/Categories/Colors","Colors","","","Game","#customization"
"Menu/Categories/Finishes","Finishes","","","Game",""
"Menu/Categories/Materials","Materials","","","Game","#customization"
"Menu/Categories/Patterns","Patterns","","","Game","#customization"
"Menu/Categories/Skins","Skins","","","Game","#customization"
"Patterns/Arrows","Arrows","","","Game","#customization"
"Patterns/Arrows/Left","Left Arrow","","","Game","#customization"
"Patterns/Arrows/NOLeft","NO! Left Arrow","","","Game","#customization"
"Patterns/Arrows/NORight","NO! Right Arrow","","","Game","#customization"
"Patterns/Arrows/NOStraight","NO! Straight Arrow","","","Game","#customization"
"Patterns/Arrows/Right","Right Arrow","","","Game","#customization"
"Patterns/Arrows/Straight","Straight Arrow","","","Game","#customization"
"Patterns/Arrows/UTurn","U-Turn Arrow","","","Game","#customization"
"Patterns/Default","Default","","","Game","#customization"
"Patterns/GenericDescription","Applied to Foundations to improve factory aesthetics and organization.
The Secondary Color in a Color Swatch is used for Patterns.","","","Game","#customization"
"Patterns/Icons","Icons","","","Game","#customization"
"Patterns/Icons/Cross","Cross Icon","","","Game","#customization"
"Patterns/Icons/Explorer","Explorer Icon","","","Game","#customization"
"Patterns/Icons/Factory","Factory Icon","","","Game","#customization"
"Patterns/Icons/FactoryCart","Factory Cart™ Icon","","","Game","#customization"
"Patterns/Icons/Liquid","Liquid Icon","","","Game","#customization"
"Patterns/Icons/NOFactoryCart","NO! Factory Cart™ Icon","","","Game","#customization"
"Patterns/Icons/NoParking","NO! Parking Icon","","","Game","#customization"
"Patterns/Icons/NoPioneer","NO! Pioneer Icon","","","Game","#customization"
"Patterns/Icons/NuclearWarning","Nuclear Warning Icon","","","Game","#customization"
"Patterns/Icons/Parking","Parking Icon","","","Game","#customization"
"Patterns/Icons/Pioneer","Pioneer Icon","","","Game","#customization"
"Patterns/Icons/Power","Power Icon","","","Game","#customization"
"Patterns/Icons/Storage","Storage Icon","","","Game","#customization"
"Patterns/Icons/Tractor","Tractor Icon","","","Game","#customization"
"Patterns/Icons/Truck","Truck Icon","","","Game","#customization"
"Patterns/Lines","Lines","","","Game","#customization"
"Patterns/Lines/Center","Center Line","","","Game","#customization"
"Patterns/Lines/CenterCorner","Center Corner Line","","","Game","#customization"
"Patterns/Lines/CenterCornerDotted","Center Corner Dotted Line","","","Game","#customization"
"Patterns/Lines/CenterDotted","Center Dotted Line","","","Game","#customization"
"Patterns/Lines/CenterDoubleDotted","Double Dotted Line","","","Game","#customization"
"Patterns/Lines/Cross","Cross Line","","","Game","#customization"
"Patterns/Lines/CrossDotted","Cross Dotted Line","","","Game","#customization"
"Patterns/Lines/Double","Double Line","","","Game","#customization"
"Patterns/Lines/Side","Side Line","","","Game","#customization"
"Patterns/Lines/SideCorner","Side Corner Line","","","Game","#customization"
"Patterns/Lines/SideCornerDotted","Side Corner Dotted Line","","","Game","#customization"
"Patterns/Lines/SideDotted","Side Dotted Line","","","Game","#customization"
"Patterns/Lines/Split","Split Line","","","Game","#customization"
"Patterns/Lines/SplitDotted","Split Dotted Line","","","Game","#customization"
"Patterns/Numbers","Numbers","","","Game","#customization"
"Patterns/Numbers/0","Number 0","","","Game","#customization"
"Patterns/Numbers/1","Number 1","","","Game","#customization"
"Patterns/Numbers/2","Number 2","","","Game","#customization"
"Patterns/Numbers/3","Number 3","","","Game","#customization"
"Patterns/Numbers/4","Number 4","","","Game","#customization"
"Patterns/Numbers/5","Number 5","","","Game","#customization"
"Patterns/Numbers/6","Number 6","","","Game","#customization"
"Patterns/Numbers/7","Number 7","","","Game","#customization"
"Patterns/Numbers/8","Number 8","","","Game","#customization"
"Patterns/Numbers/9","Number 9","","","Game","#customization"
"Patterns/Paths","Paths","","","Game","#customization"
"Patterns/Paths/CartPath","Factory Cart™ Path","","","Game","#customization"
"Patterns/Paths/CornerPath","Corner Path","","","Game","#customization"
"Patterns/Paths/CrossPath","Cross Path","","","Game","#customization"
"Patterns/Paths/LargeCrosswalk","Large Crosswalk","","","Game","#customization"
"Patterns/Paths/PioneerPath","Pioneer Path","","","Game","#customization"
"Patterns/Paths/SmallCrosswalk","Small Crosswalk","","","Game","#customization"
"Patterns/Paths/SplitPath","Split Path","","","Game","#customization"
"Patterns/Paths/StraightPath","Straight Path","","","Game","#customization"
"Patterns/Removal","Pattern Removal","","","Game","#customization"
"Patterns/Removal/Description","Used to remove Patterns.","","","Game","#customization"
"Patterns/Zones","Zones","","","Game","#customization"
"Patterns/Zones/FactoryZoneLine","Factory Zone Line","","","Game","#customization"
"Patterns/Zones/FullFactory","Full Factory Zone","","","Game","#customization"
"Patterns/Zones/HalfFactory","Half Factory Zone","","","Game","#customization"
"Patterns/Zones/QuarterFactoryZone","Quarter Factory Zone","","","Game","#customization"
"Skins/FICSMAS/Basic","Basic FICSMAS Skins","","","Game","#customization"
"Skins/FICSMAS/Basic/Description","Can be applied to Conveyor Belts and Pipelines for a merry FICSMAS look.","","","Game","#customization"
"Skins/FICSMAS/Premium","Premium FICSMAS Skins","","","Game","#customization"
"Skins/FICSMAS/Premium/Description","Can be applied to the Factory Cart™, Trucks, and Drones for a merry FICSMAS look.","","","Game","#customization"
"Skins/Reset","Reset Skin","","","Game","#customization"
"Skins/Reset/Description","Reverts any building back to its default Skin.","","","Game","#customization"
"Skinss/FICSMAS","FICSMAS Skins","","","Game","#customization"
