"Key","SourceString","Context","VariableDescription","Type","Tag"
"Materials/CrudeOil/Abbreviation","Oil","","","Game","#resource
#raw
#item"
"Materials/CrudeOil/Description","Refined into all kinds of Oil-based resources, like Fuel and Plastic.","","","Game","#resource
#raw
#item"
"Materials/CrudeOilPackaged","Packaged Oil","","","Game","#resource
#raw
#item"
"Materials/CrudeOilPackaged/Abbreviation","Oil","","","Game","#resource
#raw
#item"
"Materials/CrudeOilPackaged/Description","Crude Oil, packaged for alternative transport. Can be used as fuel for vehicles.","","","Game","#resource
#raw
#item"
"Materials/CrudeOilUnpackaged","Unpackage Oil","","","Game","#recipe
#item"
"Materials/DarkEnergy","Dark Matter Residue","","","Game","#resource
#item"
"Materials/DarkEnergy/Abbreviation","DMR","","","Game","#resource
#item"
"Materials/DarkEnergy/Description","Produced as a by-product of Quantum Encoding processes and alternatively generated in the Converter.

Various fields of science are still debating the nature and properties of Dark Matter. Meanwhile, FICSIT has found several applications for it in space-time manipulation.","","","Game","#resource
#item"
"Materials/DarkMatter","Dark Matter Crystal","","","Game","#resource
#item"
"Materials/DarkMatter/Description","Concentrated Dark Matter Residue that is isolated within a crystalline vessel. This form of containment allows for utilising Dark Matter reliably in other production processes.

Power Usage: 500-1500 MW (1000 MW average).","","","Game","#resource
#item"
"Materials/DarkMatterALTCrystallization","Alternate: Dark Matter Crystallization","","","",""
"Materials/DarkMatterALTTrap","Alternate: Dark Matter Trap","","","",""
"Materials/Diamonds","Diamonds","","","Game","#resource
#item"
"Materials/Diamonds/Description","Synthetic Diamonds produced by exposing Coal to extreme heat and pressure.

Used in the production of Time Crystals and Dark Matter Crystals.

Power Usage: 250-750 MW (500 MW average).","","","Game","#resource
#item"
"Materials/DiamondsALTCloudy","Alternate: Cloudy Diamonds","","","",""
"Materials/DiamondsALTOilBased","Alternate: Oil-Based Diamonds","","","",""
"Materials/DiamondsALTPetroleumBased","Alternate: Petroleum Diamonds","","","",""
"Materials/DiamondsALTPink","Alternate: Pink Diamonds","","","",""
"Materials/DiamondsALTTurbo","Alternate: Turbo Diamonds","","","",""
"Materials/DissolvedSilica","Dissolved Silica","","","Game",""
"Materials/DissolvedSilica/Abbreviation","DS","","","",""
"Materials/DissolvedSilica/Description","Silica dissolved in Water, produced as part of the alternative refinement of Raw Quartz.
The Silica can be extracted from the Water to complete the refinement process.","","","Game",""
"Materials/ExoticMatter","Quark Conductor","","","Game","#resource
#item"
"Materials/ExoticMatter/Description","PENDING DESCRIPTION.

Produced by channeling Quark Matter through a Diamond at high energies.","","","Game","#resource
#item"
"Materials/FicsiteIngot/Aluminum","Ficsite Ingot (Aluminum)","","","Game","#recipe
#item"
"Materials/FicsiteIngot/Caterium","Ficsite Ingot (Caterium)","","","Game","#recipe
#item"
"Materials/FicsiteIngot/Iron","Ficsite Ingot (Iron)","","","Game","#recipe
#item"
"Materials/Fuel","Fuel","","","Game","#resource
#item"
"Materials/Fuel/Abbreviation","Fuel","","","Game","#resource
#item"
"Materials/Fuel/Description","Can be used as-is to generate power, or packaged to be used as fuel for vehicles or the Jetpack.","","","Game","#resource
#item"
"Materials/FuelALTDarkIon","Alternate: Dark-Ion Fuel","","","",""
"Materials/FuelAResidual","Residual Fuel","","","Game","#recipe
#item"
"Materials/FuelDiluted","Alternate: Diluted Fuel","","","Game","#alternate
#schematic
#item"
"Materials/FuelPackaged","Packaged Fuel","","","Game","#resource
#item"
"Materials/FuelPackaged/Abbreviation","Fuel","","","Game","#resource
#item"
"Materials/FuelPackaged/Description","Fuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.","","","Game","#resource
#item"
"Materials/FuelPackagedDiluted","Alternate: Diluted Packaged Fuel","","","Game","#alternate
#schematic
#item"
"Materials/FuelTurbo","Turbofuel","","","Game","#recipes"
"Materials/FuelTurbo/Abbreviation","Turbo","","","Game","#resource
#item"
"Materials/FuelTurbo/Description","A more efficient alternative to Fuel. Can be used as-is to generate power, or packaged to be used as fuel for vehicles.","","","Game","#resource
#item"
"Materials/FuelTurboAlt","Alternate: Turbofuel","","","Game","#alternate
#schematic
#item"
"Materials/FuelTurboBlend","Alternate: Turbo Blend Fuel","","","Game","#alternate
#schematic
#item"
"Materials/FuelTurboHeavy","Alternate: Turbo Heavy Fuel","","","Game","#alternate
#schematic
#item"
"Materials/FuelTurboPackaged","Packaged Turbofuel","","","Game","#resource
#item"
"Materials/FuelTurboPackaged/Abbreviation","Turbo","","","Game","#resource
#item"
"Materials/FuelTurboPackaged/Description","Turbofuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.","","","Game","#resource
#item"
"Materials/FuelTurboUnpackaged","Unpackage Turbofuel","","","Game","#recipe
#item"
"Materials/FuelUnpackaged","Unpackage Fuel","","","Game","#recipe
#item"
"Materials/HeavyOilResidue","Heavy Oil Residue","","","Game","#resource
#item"
"Materials/HeavyOilResidue/Abbreviation","HOR","","","Game","#resource
#item"
"Materials/HeavyOilResidue/Description","A by-product of Plastic and Rubber production. Can be further refined into Fuel and Petroleum Coke.","","","Game","#resource
#item"
"Materials/HeavyOilResidueAlternate","Alternate: Heavy Oil Residue","","","Game","#alternate
#schematic
#item"
"Materials/HeavyOilResiduePackaged","Packaged Heavy Oil Residue","","","Game","#resource
#item"
"Materials/HeavyOilResiduePackaged/Abbreviation","HOR","","","Game","#resource
#item"
"Materials/HeavyOilResiduePackaged/Description","Heavy Oil Residue, packaged for alternative transport. Can be used as fuel for vehicles.","","","Game","#resource
#item"
"Materials/HeavyOilResidueUnpackaged","Unpackage Heavy Oil Residue","","","Game","#recipe
#item"
"Materials/IonizedFuel","Ionized Fuel","","","Game","#resource
#item"
"Materials/IonizedFuel/Abbreviation","Ion","","","Game","#resource
#item"
"Materials/IonizedFuel/Description","Fuel that has been ionized, allowing it to deliver incredible output.
Can be used as-is to power Fuel-Powered Generators, or packaged to be used as fuel for vehicles or the Jetpack.","","","Game","#resource
#item"
"Materials/IonizedFuelPackaged","Packaged Ionized Fuel","","","Game","#resource
#item"
"Materials/IonizedFuelPackaged/Abbreviation","Ion","","","Game","#resource
#item"
"Materials/IonizedFuelPackaged/Description","Ionized Fuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.","","","Game","#resource
#item"
"Materials/IonizedFuelUnpackaged","Unpackage Ionized Fuel","","","Game","#recipe
#item"
"Materials/IronOre","Iron Ore","","","Game","#resource
#raw
#item"
"Materials/IronOre/Abbreviation","Iron","","","Game","#resource
#raw
#item"
"Materials/IronOre/Description","Used for crafting.
The most essential basic resource.","","","Game","#resource
#raw
#item"
"Materials/IronOre/Limestone","Iron Ore (Limestone)","Resource conversion option","","Game","#recipe
#item"
"Materials/IronOre/PlutoniumWaste","Iron Ore (Plutonium Waste)","Resource conversion option","","Game","#recipe
#item"
"Materials/Limestone","Limestone","","","Game","#resource
#raw
#item"
"Materials/Limestone/Abbreviation","Stone","","","Game","#resource
#raw
#item"
"Materials/Limestone/Description","Used for crafting.
A basic resource primarily used for stable Foundations.","","","Game","#resource
#raw
#item"
"Materials/Limestone/Sulfur","Limestone (Sulfur)","Resource conversion option","","Game","#recipe
#item"
"Materials/Limestone/UraniumWaste","Limestone (Uranium Waste)","Resource conversion option","","Game","#recipe
#item"
"Materials/LiquidBiofuel","Liquid Biofuel","","","Game","#resource
#item"
"Materials/LiquidBiofuel/Abbreviation","Bio","","","Game","#resource
#item"
"Materials/LiquidBiofuel/Description","Liquid Biofuel can be used as-is to generate power, or packaged to be used as fuel for vehicles.","","","Game","#resource
#item"
"Materials/LiquidBiofuelUnpackaged","Unpackage Liquid Biofuel","","","Game","#recipe
#item"
"Materials/Mycelia","Mycelia","","","Game","#resource
#item"
"Materials/Mycelia/Description","Used for crafting.
Biomass Burners and vehicles can also use Mycelia for power.","","","Game","#resource
#item"
"Materials/NitricAcid","Nitric Acid","","","Game","#resource
#item"
"Materials/NitricAcid/Abbreviation","NA","","","Game","#resource
#item"
"Materials/NitricAcid/Description","Produced when Nitrogen Gas reacts with Water. Its high corrosiveness and oxidizing properties make it an excellent choice for refinement and fuel production processes.","","","Game","#resource
#item"
"Materials/NitricAcidPackaged","Packaged Nitric Acid","","","Game","#resource
#item"
"Materials/NitricAcidPackaged/Abbreviation","NA","","","Game","#resource
#item"
"Materials/NitricAcidPackaged/Description","Nitric Acid, packaged for alternative transport.","","","Game","#resource
#item"
"Materials/NitricAcidUnpackaged","Unpackage Nitric Acid","","","Game","#recipe
#item"
"Materials/NitrogenGas","Nitrogen Gas","","","Game","#resource
#raw
#item"
"Materials/NitrogenGas/Abbreviation","N","","","Game","#resource
#raw
#item"
"Materials/NitrogenGas/Bauxite","Nitrogen Gas (Bauxite)","Resource conversion option","","Game","#recipe
#item"
"Materials/NitrogenGas/Caterium","Nitrogen Gas (Caterium)","Resource conversion option","","Game","#recipe
#item"
"Materials/NitrogenGas/Description","Has a variety of uses, including metallurgy, cooling, and Nitric Acid production. On MASSAGE-2 (AB)b, it can be extracted from underground gas wells.","","","Game","#resource
#raw
#item"
"Materials/NitrogenGasPackaged","Packaged Nitrogen Gas","","","Game","#resource
#item"
"Materials/NitrogenGasPackaged/Abbreviation","N","","","Game","#resource
#item"
"Materials/NitrogenGasPackaged/Description","Nitrogen Gas, packaged for alternative transport.","","","Game","#resource
#item"
"Materials/NitrogenGasUnpackaged","Unpackage Nitrogen Gas","","","Game","#recipe
#item"
"Materials/PetroleumCoke","Petroleum Coke","","","Game","#resource
#item"
"Materials/PetroleumCoke/Abbreviation","Coke","","","Game","#resource
#item"
"Materials/PetroleumCoke/Description","Used for crafting.
A carbon-rich material distilled from Heavy Oil Residue. 
Used as a less efficient Coal replacement.","","","Game","#resource
#item"
"Materials/Pigment","Pigment","","","Game","#resource
#item"
"Materials/Pigment/Description","Used for crafting.
The color is brilliant and clear.","","","Game","#resource
#item"
"Materials/Plastic","Plastic","","","Game","#resource
#item"
"Materials/Plastic/Description","Versatile and easy to manufacture, this material has a wide range of uses.","","","Game","#resource
#item"
"Materials/PlasticRecycled","Alternate: Recycled Plastic","","","Game","#alternate
#schematic
#item"
"Materials/PlasticResidual","Residual Plastic","","","Game","#recipe
#item"
"Materials/PlutoniumWaste","Plutonium Waste","","","Game","#resource
#item"
"Materials/PlutoniumWaste/Description","The by-product of consuming Plutonium Fuel Rods in a Nuclear Power Plant.
Must be stored in a safe location. Handle with caution.

Caution: EXTREMELY Radioactive.","","","Game","#resource
#item"
"Materials/PolymerResin","Polymer Resin","","","Game","#resource
#item"
"Materials/PolymerResin/Description","A by-product of Crude Oil refinement into Fuel. Commonly used to manufacture Plastic and Rubber.","","","Game","#resource
#item"
"Materials/PolymerResinAlt","Alternate: Polymer Resin","","","Game","#alternate
#schematic
#item"
"Materials/QuantumEnergy","Excited Photonic Matter","","","Game","#resource
#item"
"Materials/QuantumEnergy/Abbreviation","EPM","","","",""
"Materials/QuantumEnergy/Description","Excited Photonic Matter is essential for all production processes in the Quantum Encoder.

Formed in the Converter by inducing intense photon interactions through exposure to SAM in a high-energy environment.","","","Game","#resource
#item"
"Materials/QuartzCrystal","Quartz Crystal","","","Game","#resource
#item"
"Materials/QuartzCrystal/Description","Derived from Raw Quartz. Used in the production of advanced radar technology and high-quality display screens.","","","Game","#resource
#item"
"Materials/QuartzCrystalALTFused","Alternate: Fused Quartz Crystal","","","",""
"Materials/QuartzCrystalALTPurification","Alternate: Quartz Purification","","","",""
"Materials/QuartzCrystalPure","Alternate: Pure Quartz Crystal","","","Game","#alternate
#schematic
#item"
"Materials/RawQuartz","Raw Quartz","","","Game","#resource
#raw
#item"
"Materials/RawQuartz/Bauxite","Raw Quartz (Bauxite)","Resource conversion option","","Game","#recipe
#item"
"Materials/RawQuartz/Coal","Raw Quartz (Coal)","Resource conversion option","","Game","#recipe
#item"
"Materials/RawQuartz/Description","Can be processed into Quartz Crystals and Silica, which both offer a variety of applications.","","","Game","#resource
#raw
#item"
"Materials/RocketFuel","Rocket Fuel","","","Game","#resource
#item"
"Materials/RocketFuel/Abbreviation","Rocket","","","Game","#resource
#item"
"Materials/RocketFuel/Description","A high-impulse compressed gas fuel.
Can be used as-is to power Fuel-Powered Generators, or packaged to be used as fuel for vehicles or the Jetpack.","","","Game","#resource
#item"
"Materials/RocketFuelALTNitro","Alternate: Nitro Rocket Fuel","","","",""
"Materials/RocketFuelPackaged","Packaged Rocket Fuel","","","Game","#resource
#item"
"Materials/RocketFuelPackaged/Abbreviation","Rocket","","","Game","#resource
#item"
"Materials/RocketFuelPackaged/Description","Rocket Fuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.","","","Game","#resource
#item"
"Materials/RocketFuelUnpackaged","Unpackage Rocket Fuel","","","Game","#recipe
#item"
"Materials/Rubber","Rubber","","","Game","#resource
#item"
"Materials/Rubber/Description","A very flexible material that has a lot of friction.","","","Game","#resource
#item"
"Materials/RubberRecycled","Alternate: Recycled Rubber","","","Game","#alternate
#schematic
#item"
"Materials/RubberResidual","Residual Rubber","","","Game","#recipe
#item"
"Materials/SAM","SAM","","","Game","#resource
#raw
#item"
"Materials/SAM/Description","Strange Alien Matter, commonly referred to as SAM, doesn't seem to follow the known laws of physics. It whispers of new possibilities.","","","Game","#resource
#raw
#item"
"Materials/Silica","Silica","","","Game","#resource
#item"
"Materials/Silica/Abbreviation","Silica","","","Game","#resource
#item"
"Materials/Silica/Description","Derived from Raw Quartz. Commonly used to create glass structures, in advanced refinement processes, and for alternative production of electronics.","","","Game","#resource
#item"
"Materials/SilicaALTDistilled","Alternate: Distilled Silica","","","",""
"Materials/SilicaCheap","Alternate: Cheap Silica","","","Game","#alternate
#schematic
#item"
"Materials/Sulfur","Sulfur","","","Game","#resource
#raw
#item"
"Materials/Sulfur/Abbreviation","S","","","Game","#resource
#raw
#item"
"Materials/Sulfur/Coal","Sulfur (Coal)","Resource conversion option","","Game","#recipe
#item"
"Materials/Sulfur/Description","Primarily used to produce Black Powder.","","","Game","#resource
#raw
#item"
"Materials/Sulfur/Iron","Sulfur (Iron)","Resource conversion option","","Game","#recipe
#item"
"Materials/SulfuricAcid","Sulfuric Acid","","","Game","#resource
#item"
"Materials/SulfuricAcid/Abbreviation","SA","","","Game","#resource
#item"
"Materials/SulfuricAcid/Description","Produced by combining Sulfur and Water in a complex reaction. Primarily used in refinement processes and Battery production.","","","Game","#resource
#item"
"Materials/SulfuricAcidPackaged","Packaged Sulfuric Acid","","","Game","#resource
#item"
"Materials/SulfuricAcidPackaged/Abbreviation","SA","","","Game","#resource
#item"
"Materials/SulfuricAcidPackaged/Description","Sulfuric Acid, packaged for alternative transport.","","","Game","#resource
#item"
"Materials/SulfuricAcidUnpackaged","Unpackage Sulfuric Acid","","","Game","#recipe
#item"
"Materials/UraniumNonFissible","Non-Fissile Uranium","","","Game","#resource
#item"
"Materials/UraniumNonFissible/Description","The Uranium-238 isotope is non-fissile, meaning it cannot be used for nuclear fission. It can, however, be converted into fissile Plutonium in the Particle Accelerator.

Caution: Mildly Radioactive.","","","Game","#resource
#item"
"Materials/UraniumNonFissileFertile","Alternate: Fertile Uranium","","","Game","#alternate
#schematic
#item"
"Materials/UraniumOre","Uranium","","","Game","#resource
#raw
#item"
"Materials/UraniumOre/Abbreviation","U","","","Game","#resource
#raw
#item"
"Materials/UraniumOre/Bauxite","Uranium Ore (Bauxite)","Resource conversion option","","Game","#recipe
#item"
"Materials/UraniumOre/Description","A radioactive element. 
Used to produce Encased Uranium Cells for Uranium Fuel Rods.

Caution: Moderately Radioactive.","","","Game","#resource
#raw
#item"
"Materials/UraniumWaste","Uranium Waste","","","Game","#resource
#item"
"Materials/UraniumWaste/Description","The by-product of consuming Uranium Fuel Rods in a Nuclear Power Plant.
Non-Fissile Uranium can be extracted. Handle with caution.

Caution: HIGHLY Radioactive.","","","Game","#resource
#item"
"Materials/Water","Water","","","Game","#resource
#raw
#item"
"Materials/Water/Abbreviation","H₂O","","","Game","#resource
#raw
#item"
"Materials/Water/Description","It's water.","","","Game","#resource
#raw
#item"
"Materials/WaterPackaged","Packaged Water","","","Game","#resource
#raw
#item"
"Materials/WaterPackaged/Abbreviation","H₂O","","","Game","#resource
#raw
#item"
"Materials/WaterPackaged/Description","Water, packaged for alternative transport.","","","Game","#resource
#raw
#item"
"Materials/WaterUnpackaged","Unpackage Water","","","Game","#recipe
#item"
"Materials/Wood","Wood","","","Game","#resource
#item"
"Materials/Wood/Description","Primarily used as fuel.
Biomass Burners and vehicles can use Wood for power.","","","Game","#resource
#item"
"Parts/AILimiter","AI Limiter","","","Game","#resource
#item"
"Parts/AILimiter/Description","Controls AIs and keeps them from evolving in malicious ways. Super advanced electronics.","","","Game","#resource
#item"
"Parts/AILimiterALTPlastic","Alternate: Plastic AI Limiter","","","",""
"Parts/AlienDNACapsule","Alien DNA Capsule","","","Game","#resource
#item"
"Parts/AlienDNACapsule/Description","Translates organic chemicals into readable alien genetic information.
Used for researching alien organisms.

Go the extra kilometer! Knowledge is power, and power is just efficiency with fewer steps. Depositing Alien DNA Capsules in the AWESOME Sink provides FICSIT with knowledge, and pioneers with Coupons.","","","Game","#resource
#item"
"Parts/AlienPowerMatrix","Alien Power Matrix","","","Game","#resource
#item"
"Parts/AlienPowerMatrix/Description","This intricate condensed-matter matrix is used to enhance the output of the Alien Power Augmenter. 

Initially developed in efforts to create a human-made Somersloop, the Alien Power Matrix cannot sustain the extra-dimensional energy connection on its own. However, it can effectively stabilize the energy stream of the Somersloop.","","","Game","#resource
#item"
