"Key","SourceString","Context","VariableDescription","Type","Tag"
"Categories/FICSMAS/ResearchTree/Friend","A Friend","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/GiantTreeUpgrade1","Giant FICSMAS Tree: Upgrade 1","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/GiantTreeUpgrade2","Giant FICSMAS Tree: Upgrade 2","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/GiantTreeUpgrade3","Giant FICSMAS Tree: Upgrade 3","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/GiantTreeUpgrade4","Giant FICSMAS Tree: Upgrade 4","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/GiftTree","FICSMAS Gift Tree","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/Lights","FICSMAS Lights","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/Snowfight","Snowfight!","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/Snowing","It's Snowing!","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/TreeBase","FICSMAS Tree Base","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/FICSMAS/ResearchTree/Wreath","FICSMAS Decoration","MAM research catalog. Opens annually by Christmas. MAM tree contains seasonal equipment, decoration and upgrades","","Game",""
"Categories/HardDrive","Hard Drives","MAM research catalog","","Game",""
"Categories/HardDrive/PostUnlockDescription","Hard Drives can be recovered from Freighter Crash Sites and scanned for usable data. During data reconstruction, any packages containing alternate options for FICSIT production pipelines will be prioritized.","MAM research catalog","","Game",""
"Categories/HardDrive/PreUnlockDescription","Scans of planet MASSAGE-2(AB)b have revealed several non-functional FICSIT Freighters that may still contain valuable data and resources. Retrieval and research are needed to determine potential applications.","MAM research catalog","","Game",""
"Categories/HardDrive/PreUnlockName","Crash Sites","MAM research catalog","","Game",""
"Categories/Mycelia","Mycelia","MAM research catalog","","Game",""
"Categories/Mycelia/PostUnlockDescription","Several species of fungi on MASSAGE-2 (AB)b possess a mycelial network consisting of unusually tough hyphae. These root-like structures show potential for pest control, medicinal use, and strong but lightweight natural fabrics.","MAM research catalog","","Game",""
"Categories/Mycelia/PreUnlockDescription","Scans of planet MASSAGE-2 (AB)b revealed several fungus-like growths potentially in possession of beneficial properties. Explore and acquire samples of their fruit bodies.","MAM research catalog","","Game",""
"Categories/Mycelia/PreUnlockName","Fungus-Like Growth","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/Fabric","Fabric","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/GasMask","Gas Mask","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/MedicalProperties","Medical Properties","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/Parachute","Parachute","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/SyntheticPolyesterFabric","Synthetic Polyester Fabric","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/TherapeuticInhaler","Therapeutic Inhaler","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/ToxicCellularModification","Toxic Cellular Modification","MAM research catalog","","Game",""
"Categories/Mycelia/ResearchTree/VitaminInhaler","Vitamin Inhaler","MAM research catalog","","Game",""
"Categories/Nutrients","Nutrients","MAM research catalog","","Game",""
"Categories/Nutrients/PostUnlockDescription","There are several edible fruits and fungi present in your designated FICSIT zone that are compatible with the human digestive system. Beyond nutritional value, these might also have medicinal properties.","MAM research catalog","","Game",""
"Categories/Nutrients/PreUnlockDescription","Due to the presence of herbivorous megafauna, there is potential for the existence of edible plant matter that could be compatible with the human digestive system.","MAM research catalog","","Game",""
"Categories/Nutrients/PreUnlockName","Edible Plant Matter","MAM research catalog","","Game",""
"Categories/Nutrients/ResearchTree/BaconAgaric","Bacon Agaric","MAM research catalog","","Game",""
"Categories/Nutrients/ResearchTree/BerylNut","Beryl Nut","MAM research catalog","","Game",""
"Categories/Nutrients/ResearchTree/NutritionalInhaler","Nutritional Inhaler","MAM research catalog","","Game",""
"Categories/Nutrients/ResearchTree/NutritionalProcessor","Nutritional Processor","MAM research catalog","","Game",""
"Categories/Nutrients/ResearchTree/Paleberry","Paleberry","MAM research catalog","","Game",""
"Categories/PowerSlugs","Power Slugs","MAM research catalog","","Game",""
"Categories/PowerSlugs/PostUnlockDescription","This semi-slug species is capable of extracting latent energy from its surroundings, which is stored in its porous semi-crystalline shell. Its color indicates where in its lifecycle it is, and thus the amount of energy stored. Even the youngest of Power Slugs puts Earth's electric eel to shame. This unique energy source may be harnessed to increase the efficiency of many FICSIT production lines.","MAM research catalog","","Game",""
"Categories/PowerSlugs/PreUnlockDescription","Scans of planet MASSAGE-2 (AB)b have revealed numerous small static sources of energy which break known natural conventions. Retrieval and research are necessary to establish classification and applications.","MAM research catalog","","Game",""
"Categories/PowerSlugs/PreUnlockName","Unusual Energy Readings","MAM research catalog","","Game",""
"Categories/PowerSlugs/ResearchTree/OverclockProduction","Overclock Production","MAM research catalog","","Game",""
"Categories/PowerSlugs/ResearchTree/PowerShardsBlue","Blue Power Slugs","MAM research catalog","","Game",""
"Categories/PowerSlugs/ResearchTree/PowerShardsPurple","Purple Power Slugs","MAM research catalog","","Game",""
"Categories/PowerSlugs/ResearchTree/PowerShardsSynthetic","Synthetic Power Shards","MAM research catalog","","Game",""
"Categories/PowerSlugs/ResearchTree/PowerShardsYellow","Yellow Power Slugs","MAM research catalog","","Game",""
"Categories/PowerSlugs/ResearchTree/SlugScanning","Slug Scanning","MAM research catalog","","Game",""
"Categories/Quartz","Quartz","MAM research catalog","","Game",""
"Categories/Quartz/PostUnlockDescription","This variation of Quartz has a microstructure unique to this planet and can be recognized by its large prismatic shapes and opaque pinkish hue. These crystals are flawless to a degree usually only found in synthetic Quartz. This mineral can be refined for use in communication and exploration technologies.","MAM research catalog","","Game",""
"Categories/Quartz/PreUnlockDescription","Scans of planet MASSAGE-2 (AB)b revealed a crystalline mineral composed of silicon and oxygen. Retrieval and research are necessary to establish classification and applications.","MAM research catalog","","Game",""
"Categories/Quartz/PreUnlockName","Unknown Crystalline Mineral","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/CrystalOscillator","Crystal Oscillator","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/Explorer","The Explorer","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/ExplosiveResonanceApplication","Explosive Resonance Application","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/QuartzCrystals","Quartz Crystals","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/QuartzCrystals/UnlockTitle","New Shop Products!","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/RadarTechnology","Radar Technology","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/RadioSignalScanning","Radio Signal Scanning","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/ShatterRebar","Shatter Rebar","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/SignalSystem","Signal Systems","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/Silica","Silica","MAM research catalog","","Game",""
"Categories/Quartz/ResearchTree/Silica/UnlockTitle","New Shop Products!","MAM research catalog","","Game",""
"Categories/Sulfur","Sulfur","MAM research catalog","","Game",""
"Categories/Sulfur/PostUnlockDescription","Sulfur can be extracted from these sulfide-sulfate mineral mixtures for use in volatile obstacle clearing and pioneer defense methods. Not recommended for use in perfume.","MAM research catalog","","Game",""
"Categories/Sulfur/PreUnlockDescription","Scans of planet MASSAGE-2 (AB)b revealed an unknown nonmetallic and multivalent chemical element largely present in a solid state. Retrieval and research are necessary to establish classification and applications.","MAM research catalog","","Game",""
"Categories/Sulfur/PreUnlockName","Unknown Chemical Element","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/BlackPowder","Black Powder","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/ClusterNobelisk","Cluster Nobelisk","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/CompactedCoal","Compacted Coal","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/ExpandedToolbelt","Expanded Toolbelt","MAM research catalog","","",""
"Categories/Sulfur/ResearchTree/ExperimentalPowerGeneration","Experimental Power Generation","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/ExplosiveRebar","Explosive Rebar","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/InflatedPocketDimention","Inflated Pocket Dimension","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/IonizedFuel","Ionized Fuel","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/NobeliskDetonator","The Nobelisk Detonator","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/NuclearDeterrentDevelopment","Nuclear Deterrent Development","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/PackagedTurboRifleAmmo","Packaged Turbo Rifle Ammo","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/PackagedTurboRifleAmmo/Description","Unlocked through Turbo Rifle Ammo research","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/Rifle","The Rifle","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/RocketFuel","Rocket Fuel","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/SmokelessPowder","Smokeless Powder","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/TurboRifleAmmo","Turbo Rifle Ammo","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/Turbofuel","Turbofuel","MAM research catalog","","Game",""
"Categories/Sulfur/ResearchTree/VolatileApplications","Volatile Applications","MAM research catalog","","Game",""
