"Key","SourceString","Context","VariableDescription","Type","Tag"
"Equipment/FactoryCart/Inventory/NotEnoughSpace","Not enough space in inventory.","","","UI","#interface
#transportation"
"Equipment/FactoryCart/LookAtDescription/Enter/Pattern","Press {BUTTON} to enter Factory Cart™","","{BUTTON} = text, key name","UI","#interface
#transportation"
"Equipment/FactoryCart/LookAtDescription/OpenInventory/Pattern","Press {BUTTON} to open Factory Cart™ Inventory","","{BUTTON} = text, key name","UI","#interface
#transportation"
"Equipment/FactoryCart/LookAtDescription/PickUp","Pick Up Factory Cart™","","","UI","#interface
#transportation"
"Equipment/FactoryCart/WorkBench/LookAtDescription/Open/Pattern","Press [{BUTTON}] to open Crafting Bench","","{BUTTON} = text, key name","UI","#interface
#transportation"
"Portals/ChangeLinkedPortal/Button","Change Linked Portal","","","UI","Portal"
"Portals/DefaultName","Portal","","","UI","Portal"
"Portals/DisconnectLink/Button","Disconnect Link","","","UI","Portal"
"Portals/LinkLocation","Portal Link Location","","","UI","Portal"
"Portals/Name/Pattern","{Building}: {Name}","","{Building} = text, localizaed building name (Portal)
{Name} = text, Portal name","UI","Portal"
"Portals/Name/TextBoxHint","Enter Name...","","","UI","Portal"
"Portals/Portals/Available","Available Portals","","","UI","Portal"
"Portals/Portals/Current","This Portal","","","UI","Portal"
"Portals/Portals/List/CurrentLiked","Current Linked Portal","","","UI","Portal"
"Portals/Portals/List/Invalid","Invalid","","","UI","Portal"
"Portals/Portals/List/LinkedWithDifferentPortal","Linked with different Portal","","","UI","Portal"
"Portals/Portals/List/NotMasterPortal","Not a Master Portal","","","UI","Portal"
"Portals/Portals/List/NotPowered","Not powered","","","UI","Portal"
"Portals/Portals/List/NotSatellitePortal","Not a Satellite Portal","","","UI","Portal"
"Portals/Portals/Unavailable","Unavailable Portals","","","UI","Portal"
"Portals/ProductionStats/HeatingUp","Heating up...","","","UI","Portal"
"Portals/ProductionStats/MaintainingConnection","Maintaining connection...","","","UI","Portal"
"Portals/Select/Button","Select Linked Portal","","","UI","Portal"
"Portals/Select/WindowName","Select Linked Portal","","","",""
"Portals/SelectLink/Button","Select Link","","","UI","Portal"
"Portals/Status/NotLinked","This Portal has not been linked.","","","UI","Portal"
"Shared/Fuel/FuelInfo/BurnRate/Label","Burn rate","","","UI",""
"Shared/Fuel/FuelInfo/BurnRate/Pattern","{label}: {rate} per min","","{label} = text, label
{rate} = number","UI","#interface
#common
Fuel Info"
"Shared/Fuel/FuelInfo/BurnRateSuffix/Pattern","{label}: {rate} {Suffix} per min","","{label} = text, label
{rate} = number
{Suffix} = text, units","UI","#interface
#common
Fuel Info"
"Shared/Fuel/FuelMenu/FuelTypes/Label","Supported Fuel Types","","","UI","#interface
#common
Fuel Info"
"TrainStation/RepresentationText/Pattern","{A}: {B}","","{A} = text, `map text` (localized building name, Train Station, etc.?)
{B} = text, station name","UI","#interface
#transportation"
"Trains/DockingStation/Fluid/OutgoingTransferRateMetersCubic/Pattern","<WhiteSmall>Outgoing Transfer Rate:</>
<OrangeSmall>{TransferRateText} m³ per minute</>","","{TransferRateText} = number","UI","#interface
#transportation"
"Trains/DockingStation/Fluid/Platform","Platform","","","UI","#buildable
#transportation
#item"
"Trains/DockingStation/IncomingTransferRate/Pattern","<WhiteSmall>Incoming Transfer Rate:</>
<OrangeSmall>{TransferRateText}</>","Train Station screen","{TransferRateText} = number","UI","#interface
#transportation"
"Trains/DockingStation/IncomingTransferRateItemsPerMinute/Fluid/Pattern","<WhiteSmall>Incoming Transfer Rate:</>
<OrangeSmall>{TransferRateText} m³ per minute</>","","{TransferRateText} = number","UI","#interface
#transportation"
"Trains/DockingStation/IncomingTransferRateItemsPerMinute/Pattern","<WhiteSmall>Incoming Transfer Rate:</>
<OrangeSmall>{TransferRateText} items per minute</>","Train Station screen","{TransferRateText} = number","UI","#interface
#transportation"
"Trains/DockingStation/OutgoingTransferRate/Pattern","<WhiteSmall>Outgoing Transfer Rate:</>
<OrangeSmall>{TransferRateText}</>","Train Station screen","{TransferRateText} = number","UI","#interface
#transportation"
"Trains/DockingStation/Storage/Label","STORAGE","","","UI","#interface
#transportation"
"Trains/DockingStation/Storage/OutgoingTransferRatePerMinute/Pattern","<WhiteSmall>Outgoing Transfer Rate:</>
<OrangeSmall>{TransferRateText} items per minute</>","","{TransferRateText} = number","UI","#interface
#transportation"
"Trains/DockingStation/TrainSettings","TRAIN SETTINGS:","","","UI","#interface
#transportation"
"Trains/FeightWagon/Fluid/None","None","","","UI","#interface
#transportation"
"Trains/FeightWagon/LookAtDescription/Interact/Pattern","Press {Use} to interact with {Name}","","{Use} = text, key name
{Name} = text, localized name (Freight Wagon)","UI","#interface
#transportation"
"Trains/FeightWagon/StoreAll/Button","STORE ALL","","","UI","#interface
#transportation"
"Trains/FeightWagon/TakeAll/Button","TAKE ALL","","","UI","#interface
#transportation"
"Trains/FreightCar/LookAtDescription/Open/Pattern","Press [{0}] to open inventory","","{0} = text, key name","UI","#common
#look_at_description"
"Trains/Locomotive/HUD/Brake","BRAKE","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Docking","DOCKING","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Keybindings/Break","Brake","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Keybindings/ForwardReverse","Forward/Reverse","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Keybindings/LeaveLocomotive","Leave Locomotive","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Keybindings/OpenTrainMenu","Open Train Menu","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Keybindings/SwitchIntersectionPath","Switch Intersection Path","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/NextStation","Next Station","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/NoPower","No Power","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Speed","Speed","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/Speed/KMH","KM/H","","","UI","#interface
#transportation"
"Trains/Locomotive/HUD/TimeTable","Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/LookAtDescription/Dock/Pattern","Press [{Trains_Dock}] to Dock","","{Trains_Dock} = text, key name","UI","#interface
#transportation"
"Trains/Locomotive/Menu/CancelDocking/Button","Cancel Docking","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/CancelingDocking","Canceling Docking...","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/EditTimeTable/Button","Edit Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/Info","Info","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/Info/Name","Train Name:","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/Info/Stats","Train Stats:","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/SelfDrivingOff/Button","Turn off Self Driving","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/SelfDrivingOn/Button","Turn on Self Driving","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/SpeedUnits","KM/H","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/Status","Status","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/TimeTable","Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/TimeTable/ActivateSelfDrivingHint","Turn on Self Driving to activate Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/TimeTable/NoStops","No Stops in Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/Menu/WindowTitle","Locomotive","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/AutopilotOff/Button","Autopilot Off","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/AutopilotOn/Button","Autopilot On","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/CargoFilled","Amount of Cargo Filled:","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/Dock/Button","Dock","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/Name/FunnyTextBoxHint","Insert Choo Choo Name","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/PowerConsumption","Power Consumption:","","","UI","#interface
#transportation"
"Trains/Locomotive/Stats/Speed","Speed:","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/Derailed","Train Derailed","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/Docking","Docking...","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/InvalidPlacement","Invalid Locomotive placement.","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/InvalidStop","Next Stop is invalid.","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/NoDriving","Manual Driving","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/NoPower","No Power","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/NoTimeTable","Locomotive has no Timetable.","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/Operational","Operational","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/Parked","Parked","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/PathInvalid","Path is invalid.","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/SignalError","Train is waiting unusually long at a signal. A signal error may have occured.","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/Unreachable","Next Stop is unreachable.","","","UI","#interface
#transportation"
"Trains/Locomotive/Status/UnreachableDueToSignals","Signals are making the next Stop unreachable.","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/Discard/Button","Discard","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LoadOnly/Label","Load Only","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LocomotiveStaysUntil","Locomotive should stay at the station until...","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LocomotiveStaysUntil/Logic/And","and","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LocomotiveStaysUntil/Logic/Or","or","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LocomotiveStaysUntil/Rules/01","Freight Wagon is fully loaded/unloaded","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LocomotiveStaysUntil/Rules/02","One load/unload has been completed","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/LocomotiveStaysUntil/WaitTime","wait for (seconds):","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/SaveChanges/Button","Save","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/UnloadOnly/Label","Unload Only","","","UI","#interface
#transportation"
"Trains/Locomotive/StopSettings/WindowTitle","Stop Settings","","","UI","#interface
#transportation"
"Trains/Locomotive/TimeTable/Edit/NextStation","Next Station","","","UI","#interface
#transportation"
"Trains/Locomotive/TimeTable/Prompt/Description","You have unsaved changes in the Time Table. Closing will revert those changes.

Are you sure you wish to continue?","","","",""
"Trains/Locomotive/TimeTable/Prompt/Title","Unsaved Changes","","","",""
"Trains/Locomotive/TimeTable/Setup/AvailableStation","Available Stations","","","UI","#interface
#transportation"
"Trains/Locomotive/TimeTable/Setup/AvailableStation/Search/TextBoxHint","Search for a station...","","","UI","#interface
#transportation"
"Trains/Locomotive/TimeTable/Setup/Current","Current Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/TimeTable/Setup/Discard/Button","Discard Changes","","","UI","#interface
#transportation"
"Trains/Locomotive/TimeTable/Setup/Save/Button","Save Changes","","","UI","#interface
#transportation"
"Trains/Locomotive/Warning/CannotDock","Cannot Dock outside of Station","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/DiscardChanges/Body","Are you sure you want to discard the changes?","","","UI",""
"Trains/Locomotive/Warnings/DiscardChanges/aTitle","Warning","","","UI",""
"Trains/Locomotive/Warnings/InvalidNextStop","Invalid Next Stop","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/InvalidPlacement","Invalid Locomotive Placement","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/NoPath","No Path","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/NoPower","No Power","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/NoTimetable","No Timetable","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/SignalingProblem","Signaling Problem","","","UI","#interface
#transportation"
"Trains/Locomotive/Warnings/StationUnreachable","Station Unreachable","","","UI","#interface
#transportation"
"Trains/LookAtDescription/Rerail/Pattern","Press [{0}] to re-rail train","","{0} = text, key name","UI","#common
#look_at_description"
"Trains/RailroadSwitch/LookAtDescription/Toggle/Pattern","Press [{0}] to toggle switch","","{0} = text, key name","UI","#common
#look_at_description"
"Trains/RailwaySignal/Status","Current State","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/BlockClear","Block Clear","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/BlockOccupied","Block Occupied","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/ConflictingSignal","Block has conflicting entry signal types.","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/InvalidSignal","Invalid Signal","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/Loop","Signal loops into itself.","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/MissingConnections","Signal has missing connections.","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/NoExitSignal","Block has no exit signal.","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/PathApproved","Path Approved","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/PathBlockContainsStations","Path block cannot contain stations.","","","UI","#interface
#transportation"
"Trains/RailwaySignal/Status/WaitingForPathReservation","Waiting for Path Reservation","","","UI","#interface
#transportation"
"Trains/RepresentationText","Train","Default name for a train until it is renamed.","","",""
"Trains/TrainStation/InvalidIdentifier","INVALID IDENTIFIER","","","UI","#interface
#transportation"
"Trains/TrainStation/Locomotive","Locomotive","","","UI","Train Station"
"Trains/TrainStation/MapText/Connected","Connected","","","UI","#interface
#transportation"
"Trains/TrainStation/MapText/Disconnected","Disconnected","","","UI","#interface
#transportation"
"Trains/TrainStation/MapText/PowerConsumption","Power Consumption:","","","UI","#interface
#transportation"
"Trains/TrainStation/MapText/PowerStatus","Power Status:","","","UI","#interface
#transportation"
"Trains/TrainStation/MapText/Storage","Storage:","","","UI","#interface
#transportation"
"Trains/TrainStation/Name/TextBoxHint","Enter Name...","","","UI","#interface
#transportation"
"Trains/TrainStation/NextStop","Next Stop: ","","","UI","#interface
#transportation"
"Trains/TrainStation/Notifications/01","Please mind the gap between the train and the platform.","","","UI","#interface
#transportation"
"Trains/TrainStation/Notifications/02","Do not leave any unattended crates on the platform.","","","UI","#interface
#transportation"
"Trains/TrainStation/Notifications/03","Have an efficient day!","","","UI","#interface
#transportation"
"Trains/TrainStation/Notifications/04","FICSIT and its affiliates are not responsible for any delays caused by any reason, including but not limited to: hog attacks, biomass on track, oncoming trains, collisions, nuclear meltdowns, or general situational derailment.","","","UI","#interface
#transportation"
"Trains/TrainStation/Notifications/05","Be sure to have your FICSIT badge ready at all times.","","","UI","#interface
#transportation"
"Trains/TrainStation/Status/InvalidIdentifier","Invalid Train Station Identifier","","","UI","#interface
#transportation"
"Trains/TrainStation/Status/NoPower/AllCaps","NO POWER","","","UI","#interface
#transportation"
"Trains/TrainStation/TimeTable","Timetable","","","UI","#interface
#transportation"
"Trains/TrainStation/TimeTable/StationsList","Stations","","","UI","#interface
#transportation"
"Trains/TrainStation/TimeTable/TrainsList","Trains","","","UI","#interface
#transportation"
"Trains/TrainStation/Timetable/AvailableStations","Available Stations","","","UI","#interface
#transportation"
"Trains/TrainStation/Timetable/Header","Timetable","","","UI","#interface
#transportation"
"Trains/TrainStation/Timetable/NextStop","Next Stop","","","UI","#interface
#transportation"
"Trains/TrainStation/Timetable/Note","You have made changes to this Timetable. Close this window to apply the changes.","","","UI","#interface
#transportation"
"Trains/TrainStation/Timetable/Search/TextBoxHint","Search for an item...","","","UI","#interface
#transportation"
"Trains/TrainStation/Timetable/SetAsNextStop/Button","Set as Next Stop","","","UI","#interface
#transportation"
"Vehicles/CraftBench/Fuel/Label","FUEL","The trunk is called ""Craft Bench""","","UI","#interface
#transportation"
"Vehicles/CraftBench/LookAtDescription/Occupied","Crafting Bench is occupied!","Look-at description tooltip","","",""
"Vehicles/CraftBench/LookAtDescription/Open/Pattern","Press [{BUTTON}] to open Crafting Bench","Look-at description tooltip","{BUTTON} = text, key name","UI","#interface
Common Vehicles Tooltips"
"Vehicles/CraftBench/Storage/WindowTitle","Vehicle Storage","The trunk is called ""Craft Bench""","","UI","#interface
#transportation"
"Vehicles/CraftBench/StoreAll/Button","STORE ALL","The trunk is called ""Craft Bench""","","UI","#interface
#transportation"
"Vehicles/CraftBench/TakeAll/Button","TAKE ALL","The trunk is called ""Craft Bench""","","UI","#interface
#transportation"
"Vehicles/CraftBench/WindowTitle","Crafting Bench","The trunk is called ""Craft Bench""","","UI","#interface
#transportation"
"Vehicles/DockingStation/FuelConsumption","Fuel Consumption","","","UI","#buildable
#transportation
#item"
"Vehicles/DockingStation/FuelConsumption/Description","The amount of fuel required for a Vehicle to finish its route.","","","UI","#buildable
#transportation
#item"
"Vehicles/DockingStation/Info/Data","VEHICLE STATION DATA:","","","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/Fuel/Label","FUEL","","","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/FuelPerMin/Pattern","{fuel} per min","","{fuel} = number, fuel consumption","UI","#buildable
#transportation"
"Vehicles/DockingStation/Info/IncomingTransferRate/Pattern","<WhiteSmall>Incoming Transfer Rate:</>
<OrangeSmall>{IncomingTransferRate} items per minute</>","","{IncomingTransferRate} = number","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/MaxTransferRate","Maximum Transfer Rate","","","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/MaxTransferRate/Pattern","<WhiteSmall>Maximum Transfer Rate:</>
<OrangeSmall>{MaxTransferRate} stacks per minute</>","","{MaxTransferRate} = number","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/MaximumTransferRate/Description","The maximum Incoming and Outgoing throughput this Truck Station can currently achieve, based on all the Vehicles transporting from and to this Truck Station.","","","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/Name","Station Name","","","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/Name/TextBoxHint","Enter name here...","","","UI","#interface
#transportation"
"Vehicles/DockingStation/Info/None","N/A","","","UI","#interface
#transportation"
