"Key","SourceString","Context","VariableDescription","Type","Tag"
"MapIcons/Nut","Nut","","","Game",""
"MapIcons/QuestionMark","Question Mark","","","Game",""
"MapIcons/Radiation","Radiation","","","Game",""
"MapIcons/Rock","Rock","","","Game",""
"MapIcons/Slug","Slug","","","Game",""
"MapIcons/Warning","Warning","","","Game",""
"Ramps/8x1","Ramp (8 m x 1 m)","","","Game",""
"Ramps/8x2","Ramp (8 m x 2 m)","","","Game",""
"Ramps/8x4","Ramp (8 m x 4 m)","","","Game",""
"Ramps/Double/8x2","Double Ramp (8 m x 2 m)","","","Game",""
"Ramps/Double/8x4","Double Ramp (8 m x 4 m)","","","Game",""
"Ramps/Double/8x8","Double Ramp (8 m x 8 m)","","","Game",""
"Ramps/DownCorner/8x1","Down Corner Ramp (8 m x 1 m)","","","Game",""
"Ramps/DownCorner/8x2","Down Corner Ramp (8 m x 2 m)","","","Game",""
"Ramps/DownCorner/8x4","Down Corner Ramp (8 m x 4 m)","","","Game",""
"Ramps/DownCornerInverted/8x1","Inverted Down Corner (8 m x 1 m)","","","Game",""
"Ramps/DownCornerInverted/8x2","Inverted Down Corner (8 m x 2 m)","","","Game",""
"Ramps/DownCornerInverted/8x4","Inverted Down Corner (8 m x 4m)","","","Game",""
"Ramps/Inverted/8x1","Inverted Ramp (8 m x 1 m)","","","Game",""
"Ramps/Inverted/8x2","Inverted Ramp (8 m x 2 m)","","","Game",""
"Ramps/Inverted/8x4","Inverted Ramp (8 m x 4 m)","","","Game",""
"Ramps/UpCorner/8x1","Up Corner Ramp (8 m x 1 m)","","","Game",""
"Ramps/UpCorner/8x2","Up Corner Ramp (8 m x 2 m)","","","Game",""
"Ramps/UpCorner/8x4","Up Corner Ramp (8 m x 4 m)","","","Game",""
"Ramps/UpCornerInverted/8x1","Inverted Up Corner (8 m x 1 m)","","","Game",""
"Ramps/UpCornerInverted/8x2","Inverted Up Corner (8 m x 2 m)","","","Game",""
"Ramps/UpCornerInverted/8x4","Inverted Up Corner (8 m x 4 m)","","","Game",""
